ResponseId,Age,Country,EdLevel,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith
25929,Under 18y,USA,Secondary School,C#;Clojure;JavaScript,C#;Clojure,None,None,None,None,Node.js,None
16359,18-24y,Ukraine,Bachelor’s degree,Bash/Shell (all shells);Scala;SQL,Python;Scala,Cassandra;Cockroachdb,Snowflake,Amazon Web Services (AWS),None,None,None
38417,Under 18y,Turkey,Primary school,Assembly;C;JavaScript;Lua,C;Lua,None,None,None,None,Node.js,None
56404,35-44y,Japan,Master’s degree,C#;Java;JavaScript;Python;TypeScript,C#;Java;JavaScript;Python;Rust;TypeScript,Dynamodb;Presto,Cockroachdb;Elasticsearch;MariaDB;MySQL;PostgreSQL;Presto;Redis,Amazon Web Services (AWS);Digital Ocean,Amazon Web Services (AWS);Digital Ocean,Node.js;WordPress,Node.js;WordPress
37182,25-34y,USA,Professional degree,C;C++;Lua;Python;TypeScript,C;C++;Lua,None,None,None,None,None,None
51310,18-24y,Portugal,Bachelor’s degree,Bash/Shell (all shells);C;C++;Dart;Elixir;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Rust;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite;Supabase,MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Hetzner;Microsoft Azure;Netlify;Render;Supabase;Vercel,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Hetzner;Vercel,Django;Express;Fastify;NestJS;Next.js;Node.js;React;Vue.js,Astro;Deno;Fastify;NestJS;Next.js;Node.js;React
17499,18-24y,Ukraine,Master’s degree,C#;C++;F#;Kotlin;Lua,C#;F#;Kotlin;SQL,PostgreSQL,MongoDB;PostgreSQL,Digital Ocean;Google Cloud;Microsoft Azure,Digital Ocean;Microsoft Azure,ASP.NET;ASP.NET CORE,ASP.NET;ASP.NET CORE;Blazor
51865,35-44y,USA,Master’s degree,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Lisp;TypeScript,HTML/CSS;Java;JavaScript;TypeScript,None,None,Amazon Web Services (AWS),Amazon Web Services (AWS),React,Angular;Spring Boot;Vue.js
46876,25-34y,Slovenia,Master’s degree,C#;HTML/CSS;JavaScript;SQL,None,PostgreSQL;SQLite,None,None,None,Angular;ASP.NET;ASP.NET CORE;Node.js,None
26497,25-34y,Zimbabwe,Secondary School,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript,MariaDB;MongoDB;MySQL;SQLite,Firebase Realtime Database;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Heroku,Heroku,Angular;CodeIgniter;Express;jQuery;Laravel;Node.js;React;WordPress,Angular;Deno;Express;jQuery;Laravel;Node.js;React;Svelte;Vue.js;WordPress
29162,25-34y,UK,Bachelor’s degree,Bash/Shell (all shells);Elixir;JavaScript;Python;Ruby;SQL,Bash/Shell (all shells);Elixir;Go;JavaScript;Python;Ruby;SQL,Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,"Amazon Web Services (AWS);Heroku;Linode, now Akamai;Vercel","Amazon Web Services (AWS);Linode, now Akamai",Django;Express;Flask;jQuery;Next.js;Node.js;React;Ruby on Rails;Vue.js,Express;Node.js;React;Ruby on Rails;Vue.js
34915,18-24y,Poland,Bachelor’s degree,Java,Java,MongoDB;Oracle,MongoDB,Amazon Web Services (AWS);OVH,Amazon Web Services (AWS),Spring Boot,Spring Boot
34195,25-34y,Australia,Study wo degree,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);C;C#;Go;HTML/CSS;JavaScript;Lua;SQL;TypeScript,Microsoft SQL Server;SQLite,Microsoft SQL Server;MongoDB;PostgreSQL;SQLite,Microsoft Azure,Amazon Web Services (AWS);Digital Ocean;Firebase;Microsoft Azure,ASP.NET;ASP.NET CORE;jQuery;Node.js;React,ASP.NET;ASP.NET CORE;Blazor;jQuery;Next.js;Node.js;React;Svelte
48791,25-34y,Belgium,Professional degree,Python;R;SQL,JavaScript;Julia;Python;R;SQL,BigQuery;PostgreSQL,BigQuery;PostgreSQL,Google Cloud,Google Cloud,WordPress,Angular;React;Vue.js
24453,45-54y,USA,Master’s degree,SQL;TypeScript,None,PostgreSQL,None,Amazon Web Services (AWS),None,Angular;NestJS;Nuxt.js,None
1785,25-34y,Germany,Master’s degree,Bash/Shell (all shells);C#;JavaScript;SQL;TypeScript,C#;Rust,MariaDB;Microsoft SQL Server,None,None,None,Node.js,None
63442,18-24y,Denmark,Secondary School,C#,C#;Rust,Microsoft SQL Server,None,Microsoft Azure,Amazon Web Services (AWS);Databricks;Microsoft Azure,ASP.NET;ASP.NET CORE,None
63001,35-44y,Unknown,Unknown,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL,Bash/Shell (all shells);Elixir;Erlang;HTML/CSS;JavaScript;Ruby;Rust;Scala;Solidity;SQL,None,None,None,None,None,None
23820,25-34y,Tunisia,Master’s degree,C;C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net),C#;PowerShell;Python;SQL;VBA;Visual Basic (.Net),Firebase Realtime Database;MariaDB;Microsoft SQL Server;MongoDB;MySQL;SQLite,MariaDB;Microsoft SQL Server;MongoDB;MySQL;SQLite,Google Cloud;Microsoft Azure;OVH;VMware,Microsoft Azure;OVH;VMware,ASP.NET;ASP.NET CORE;jQuery;Laravel;Node.js;Symfony;WordPress,ASP.NET;ASP.NET CORE;jQuery;Laravel;Node.js;Symfony;WordPress
18237,Under 18y,Qatar,Secondary School,Assembly;Bash/Shell (all shells);C;Java;MicroPython;Rust,Assembly;C;C++;Go;MicroPython;Rust,Databricks SQL;MySQL;RavenDB,None,Cloudflare;IBM Cloud Or Watson;VMware,None,None,None
12863,25-34y,India,Bachelor’s degree,Java;JavaScript,Go;Rust,Cassandra;MySQL;Redis;SQLite,None,Amazon Web Services (AWS);Google Cloud,Microsoft Azure,Node.js,None
24150,25-34y,Czechia,Master’s degree,C;Groovy;HTML/CSS;Java;JavaScript;SQL;TypeScript,None,MongoDB;Oracle;PostgreSQL,None,Microsoft Azure;OpenShift,None,Express;NestJS;Node.js;Spring Boot;Vue.js,None
9250,55-64y,USA,Bachelor’s degree,Bash/Shell (all shells);C;HTML/CSS;JavaScript;PHP;Python;SQL,Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Perl;PHP;Rust;SQL,MySQL;PostgreSQL;Redis;Snowflake;SQLite,DuckDB;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS),Amazon Web Services (AWS),Flask;Laravel;Node.js;Vue.js,Laravel;Vue.js
30537,25-34y,Turkey,Bachelor’s degree,C;C++,C;C++,None,None,None,None,None,None
8676,25-34y,USA,Bachelor’s degree,HTML/CSS;TypeScript,HTML/CSS;TypeScript,PostgreSQL,BigQuery;Cosmos DB;PostgreSQL,None,None,Angular,Angular
59049,Under 18y,Unknown,Unknown,None,None,None,None,None,None,None,None
14301,18-24y,Slovenia,Study wo degree,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,C++;HTML/CSS;Python;Rust;TypeScript,MariaDB;MongoDB;SQLite,MariaDB;SQLite,Cloudflare,Cloudflare,Django;FastAPI;Flask;Vue.js;WordPress,Django;FastAPI;Flask;Vue.js;WordPress
60559,18-24y,Ukraine,Secondary School,HTML/CSS;JavaScript;TypeScript,Rust;TypeScript,Dynamodb;MongoDB;PostgreSQL,Firebase Realtime Database;MongoDB;PostgreSQL,Amazon Web Services (AWS);Vercel,Amazon Web Services (AWS);Firebase,Express;NestJS;Next.js;Node.js;React,Htmx;NestJS;Next.js;Node.js;React
22735,35-44y,Australia,Bachelor’s degree,Rust;SQL,Rust,SQLite,SQLite,None,None,None,None
34568,25-34y,Ukraine,Master’s degree,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;Rust;SQL;TypeScript,None,BigQuery;Cassandra;Cockroachdb;MariaDB;MySQL;PostgreSQL;Redis,None,Amazon Web Services (AWS);Google Cloud;Render,None,Django;Express;Node.js;React,None
55055,18-24y,Unknown,Unknown,None,None,None,None,None,None,None,None
57251,45-54y,Sweden,Study wo degree,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Objective-C;PHP;PowerShell;Python;SQL;Swift;TypeScript;VBA,None,Cosmos DB;Microsoft Access;Microsoft SQL Server;MySQL;Snowflake;SQLite,None,Google Cloud;Microsoft Azure,None,ASP.NET;WordPress,None
60997,55-64y,USA,Bachelor’s degree,None,None,Microsoft Access,Microsoft Access,None,None,None,None
3800,35-44y,Netherlands,Professional degree,PHP,PHP,MariaDB;Solr,MariaDB;Solr,Amazon Web Services (AWS);Managed Hosting,Amazon Web Services (AWS);Managed Hosting,Drupal,Drupal
53535,35-44y,Germany,Secondary School,Bash/Shell (all shells);Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;Swift,Bash/Shell (all shells);Kotlin;SQL,MariaDB;MySQL;SQLite,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Firebase,Firebase,jQuery;Spring Boot,Spring Boot
30885,35-44y,USA,Bachelor’s degree,C#;SQL,C#;Scala;SQL,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,None,None
57912,Under 18y,Taiwan,Study wo degree,Bash/Shell (all shells);C;C++;Dart;HTML/CSS;JavaScript;PowerShell;Python;Visual Basic (.Net),C;C++;HTML/CSS;JavaScript;Python,None,None,Cloudflare;Google Cloud,Cloudflare;Google Cloud,Flask;jQuery;Next.js,Flask;jQuery
14291,35-44y,Cameroon,Study wo degree,Python,Python,PostgreSQL,PostgreSQL,None,None,None,None
17017,18-24y,Ukraine,Bachelor’s degree,C#,C#;Python,None,None,Google Cloud,Google Cloud,None,None
32198,35-44y,Spain,Master’s degree,Bash/Shell (all shells);Kotlin;Python,Bash/Shell (all shells);HTML/CSS;Python,Dynamodb;Elasticsearch;MySQL,Cockroachdb;Elasticsearch;PostgreSQL;Redis,Amazon Web Services (AWS),Digital Ocean;Hetzner;Managed Hosting,Spring Boot,Django;FastAPI;Flask;Ruby on Rails
53809,25-34y,USA,Bachelor’s degree,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);C#;Elixir;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,MariaDB;Oracle;PostgreSQL;Redis,MariaDB;PostgreSQL;Redis,"Amazon Web Services (AWS);Cloudflare;Linode, now Akamai;Microsoft Azure","Cloudflare;Linode, now Akamai",ASP.NET CORE;Blazor;FastAPI;React,FastAPI;Htmx;Next.js;Phoenix;React;Remix
58897,25-34y,Unknown,Unknown,None,None,None,None,None,None,None,None
51738,45-54y,USA,Master’s degree,Bash/Shell (all shells);C;C++;Rust,Bash/Shell (all shells);C;C++;Rust,None,None,None,None,None,None
52140,25-34y,Georgia,Primary school,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL,None,Elasticsearch;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,None,Amazon Web Services (AWS);Heroku,None,WordPress,None
58519,45-54y,Unknown,Unknown,Bash/Shell (all shells);Go;JavaScript;PHP;TypeScript,Bash/Shell (all shells);Go,MySQL;Redis;SQLite,SQLite,None,None,None,None
31639,18-24y,Finland,Bachelor’s degree,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,None,Cosmos DB;Microsoft SQL Server;MongoDB;Oracle;PostgreSQL;SQLite,None,Microsoft Azure,Amazon Web Services (AWS);Google Cloud,ASP.NET;ASP.NET CORE;Express;jQuery;Node.js;React,Angular;AngularJS;Blazor;Next.js;Spring Boot
20121,55-64y,UK,Master’s degree,Java;JavaScript;TypeScript,Java;JavaScript;TypeScript,None,None,Amazon Web Services (AWS),Amazon Web Services (AWS),React,React
18780,25-34y,Ukraine,Master’s degree,HTML/CSS;JavaScript,C#;HTML/CSS;JavaScript;Kotlin,None,None,None,None,Express;jQuery;NestJS;Next.js;Node.js;Nuxt.js;Svelte,Angular;Express;jQuery;NestJS;Next.js;Node.js;Nuxt.js;React;Strapi;Svelte;Vue.js
31328,35-44y,Taiwan,Bachelor’s degree,Bash/Shell (all shells);C;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Swift,Bash/Shell (all shells);C;C++;Dart;Python;Swift,Firebase Realtime Database,Firebase Realtime Database,None,None,None,None
45851,35-44y,Romania,Bachelor’s degree,HTML/CSS;JavaScript;PHP,Assembly;HTML/CSS;JavaScript;PHP,MySQL,MySQL,None,None,jQuery,jQuery
475,35-44y,Ghana,Bachelor’s degree,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python,Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;Julia;Python;SQL;TypeScript,MariaDB;MySQL;PostgreSQL;SQLite;Supabase,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite;Supabase,Alibaba Cloud;Amazon Web Services (AWS);Supabase,Alibaba Cloud;Amazon Web Services (AWS);Firebase;Fly.io;Google Cloud;IBM Cloud Or Watson;Microsoft Azure;OpenShift;Supabase,Django;Drupal;Express;Flask;Htmx;jQuery;Node.js;React;WordPress,ASP.NET;ASP.NET CORE;Blazor;Deno;Django;FastAPI;Flask;jQuery;Next.js;Node.js;Phoenix;React;Ruby on Rails;Svelte;Vue.js;WordPress
30775,25-34y,USA,Bachelor’s degree,C;C++;HTML/CSS;JavaScript;Python,C;C++;HTML/CSS;JavaScript;MicroPython;Python,Firebase Realtime Database;Redis;SQLite,Firebase Realtime Database;MySQL;PostgreSQL;Redis;SQLite,Firebase;Google Cloud,Amazon Web Services (AWS);Firebase;Google Cloud,FastAPI;Flask;Node.js;Vue.js,FastAPI;Flask;Node.js;React;Vue.js
57966,35-44y,Italy,Professional degree,Bash/Shell (all shells);C;C++;SQL,Bash/Shell (all shells);C++;Rust,SQLite,None,None,None,None,None
41711,45-54y,USA,Bachelor’s degree,JavaScript;PHP;SQL,JavaScript;PHP;SQL;TypeScript,MySQL;Redis,MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Google Cloud,Amazon Web Services (AWS),Laravel;Vue.js,Laravel;Vue.js
57359,55-64y,Denmark,Master’s degree,Assembly;Bash/Shell (all shells);C;C++;Java;JavaScript;Objective-C;Perl;PHP;SQL,Assembly;Bash/Shell (all shells);C;C#;C++;JavaScript;Objective-C;Perl;PHP;SQL,Microsoft SQL Server;PostgreSQL,MariaDB;Microsoft SQL Server;PostgreSQL;SQLite,Amazon Web Services (AWS);Microsoft Azure,Amazon Web Services (AWS);Microsoft Azure,WordPress,ASP.NET CORE;WordPress
18499,55-64y,UK,Bachelor’s degree,Dart,Dart;Groovy;Kotlin,SQLite,SQLite,Amazon Web Services (AWS);Firebase;Google Cloud,Firebase,None,None
48196,Under 18y,USA,Primary school,Assembly;C;HTML/CSS;Java;JavaScript;Python;Rust,Assembly;C;C++;Python;Rust,SQLite;Supabase,Supabase,Digital Ocean;Supabase,Digital Ocean;Supabase,None,None
26759,45-54y,Saudi Arabia,Professional degree,None,None,None,None,None,None,None,None
41245,Prefer not to say,Finland,Something else,HTML/CSS;Java;JavaScript;Python,C#;HTML/CSS;Java;JavaScript;Kotlin;Python,None,None,None,None,Spring Boot,Spring Boot
54487,25-34y,India,Bachelor’s degree,HTML/CSS;PHP;Python;TypeScript,JavaScript;SQL,Dynamodb;Microsoft SQL Server;MongoDB;MySQL,Databricks SQL;PostgreSQL,Amazon Web Services (AWS);Firebase,Microsoft Azure,Django;FastAPI;Fastify;Flask;jQuery;NestJS;React,Express;Node.js
44280,25-34y,USA,Bachelor’s degree,C#;HTML/CSS;JavaScript;PowerShell;Ruby;SQL,C#;HTML/CSS;SQL,Microsoft SQL Server;SQLite,Microsoft SQL Server;SQLite,None,None,ASP.NET;ASP.NET CORE;jQuery;React,ASP.NET CORE;Blazor
23687,45-54y,UK,Professional degree,JavaScript;Python,Scala,Neo4J,Neo4J,None,None,None,None
11668,18-24y,Brazil,Bachelor’s degree,Dart;HTML/CSS;Kotlin;SQL;Swift,Dart;Java;JavaScript;Kotlin;Swift,MongoDB,MongoDB,Amazon Web Services (AWS);Firebase,Amazon Web Services (AWS);Firebase,None,None
62820,Prefer not to say,Unknown,Professional degree,None,None,None,None,None,None,None,None
17081,35-44y,Sweden,Professional degree,Bash/Shell (all shells);C#;HTML/CSS;Python;R;Ruby;Scala;SQL;Visual Basic (.Net),Bash/Shell (all shells);C#;HTML/CSS;Python;Scala;SQL;Visual Basic (.Net),BigQuery;Cassandra;Databricks SQL;Dynamodb;Elasticsearch;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;Solr;SQLite,Cockroachdb;Couchbase;Dynamodb;Elasticsearch;MariaDB;MongoDB;PostgreSQL;Redis;Solr;SQLite,Digital Ocean;Firebase;Heroku,None,ASP.NET;Django;React,AngularJS;Django;Flask;React;Vue.js
19754,45-54y,Australia,Bachelor’s degree,HTML/CSS;JavaScript;PHP;Python;R;SQL;TypeScript,Python;R;TypeScript,Dynamodb;Elasticsearch;MariaDB;MySQL;PostgreSQL;SQLite,Elasticsearch;MySQL;PostgreSQL,Amazon Web Services (AWS);Cloudflare,Amazon Web Services (AWS),Angular;AngularJS;Django;Laravel;React;Symfony;Vue.js;WordPress;Yii 2,Django;React;Yii 2
53417,25-34y,USA,Bachelor’s degree,Python,C++;Python;Rust,None,None,None,None,None,None
34466,18-24y,Switzerland,Secondary School,C#;HTML/CSS;PHP;SQL,C++;Clojure;Java;Python;SQL,MariaDB;MySQL,MySQL,None,None,Laravel,Laravel;Vue.js
56227,18-24y,Canada,Bachelor’s degree,HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,HTML/CSS;Java;JavaScript;Python;TypeScript,Dynamodb;MongoDB;Neo4J;PostgreSQL,MongoDB;Neo4J;PostgreSQL,Amazon Web Services (AWS);Vercel,Firebase;Vercel,Express;NestJS;Next.js;React;Ruby on Rails,Express;Next.js;Nuxt.js;React;Vue.js
53049,18-24y,Italy,Secondary School,C;C#;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;Swift,Kotlin;Swift,MariaDB;Microsoft SQL Server;MySQL;SQLite,None,Firebase;VMware,Firebase,Spring Boot;WordPress,None
14965,25-34y,Germany,Bachelor’s degree,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Rust;TypeScript,HTML/CSS;JavaScript;Lua;Rust;TypeScript,MongoDB;SQLite,None,Digital Ocean,None,Express;jQuery;Node.js,Node.js;Svelte
42010,18-24y,Hungary,Bachelor’s degree,C#,C#;Python,MySQL;SQLite,Cosmos DB;MySQL;SQLite,Microsoft Azure,Firebase;Google Cloud;Microsoft Azure,ASP.NET CORE;FastAPI;Spring Boot,ASP.NET CORE;React
10594,45-54y,Italy,Master’s degree,Bash/Shell (all shells);C;C#;C++;Java;JavaScript;PHP;Python;R;SQL;VBA;Visual Basic (.Net),Rust,Microsoft Access;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,None,Google Cloud;VMware,None,ASP.NET;Django;Drupal;WordPress,None
51222,35-44y,Belgium,Study wo degree,C#;HTML/CSS;JavaScript,C#;HTML/CSS;JavaScript,Microsoft SQL Server;MySQL,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET CORE;jQuery;Node.js;WordPress,ASP.NET CORE;Htmx;jQuery;Vue.js
38057,25-34y,Sweden,Associate degree,C#;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL;Visual Basic (.Net),C#;JavaScript;Python;SQL,Cloud Firestore;Microsoft SQL Server,Microsoft SQL Server;SQLite,Firebase;Microsoft Azure,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,ASP.NET;ASP.NET CORE;Blazor;Node.js;React,ASP.NET;ASP.NET CORE;Blazor
252,35-44y,USA,Master’s degree,Bash/Shell (all shells);C;C++;MATLAB;Python;Rust;TypeScript,Bash/Shell (all shells);C;Julia;MATLAB;Python;Rust,SQLite,SQLite,Amazon Web Services (AWS),None,None,None
10666,18-24y,Germany,Bachelor’s degree,C#;HTML/CSS;Java;JavaScript;SQL,C#;HTML/CSS;Java;JavaScript,MariaDB;MySQL,MariaDB;MySQL,None,None,Angular;AngularJS;Node.js;React;WordPress,Angular;AngularJS;Node.js;React;WordPress
13729,25-34y,Brazil,Master’s degree,C#;HTML/CSS;JavaScript;TypeScript,C#;HTML/CSS;JavaScript;TypeScript,Cloud Firestore;Firebase Realtime Database;IBM DB2;InfluxDB;Microsoft SQL Server;MySQL;Redis;SQLite,Cassandra;Dynamodb;Elasticsearch;Firebase Realtime Database;InfluxDB;Microsoft SQL Server;MySQL;Redis;SQLite,Amazon Web Services (AWS);Firebase;Google Cloud;Oracle Cloud Infrastructure (OCI);VMware,Amazon Web Services (AWS),Angular;AngularJS;ASP.NET;ASP.NET CORE;Express;Next.js;Node.js,Angular;AngularJS;ASP.NET;ASP.NET CORE;Express;Next.js;Node.js
631,25-34y,USA,Master’s degree,Assembly;Bash/Shell (all shells);C;C++;Java;JavaScript;Python;Rust,Python;Rust,None,None,None,None,None,None
46591,35-44y,USA,Master’s degree,C;C#;C++;HTML/CSS;JavaScript;Objective-C;SQL;TypeScript;VBA;Visual Basic (.Net),None,Dynamodb;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,None,Amazon Web Services (AWS);Microsoft Azure,None,Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;jQuery;Next.js;Node.js;React;Vue.js;WordPress,None
